;!FILENAME = F:\pulse_xp\data\two_peak.dat
!HANDLE = two_peak.fix
!DSType = 1
!CROP_Start = 190.00
!CROP_End = 570.00
!FILETYPE = HORMONE CONCENTRATION
!FILESUBTYPE = AUTODECON
!NX=1
!NY=1
!ANSWERS( 1) = 3.39494E-02
!ANSWERS( 2) = 1.3785
!ANSWERS( 3) = 3.1789
!ANSWERS( 4) = 50.918
!ANSWERS( 5) = 17.585
!ANSWERS( 6) = 4.11003E-02
!ANSWERS( 7) = 116.88
!ANSWERS( 8) = -1.0112
!ANSWERS( 9) = 242.65
!ANSWERS( 10) = 0.12612
!REAL( 1) = 6.8750
!REAL( 2) = 1.6865
!REAL( 30) = 40.384
!REAL( 31) = 48.241
!REAL( 32) = 67.020
!REAL( 33) = 57.020
!INTEGER( 1) = 1
!INTEGER( 2) = 4
!INTEGER( 3) = 3
!INTEGER( 4) = 5
!INTEGER( 5) = 0
!STRING(  1) = @$ ABSFIX processed trlhcml. [MODIFIED]
!header_x( 1)=TIME
!header_y( 1)=CONC
!header_dy( 1)=SEM
!header_reps( 1)=REPS
3.76500010	0.175187007	10.0000000	3	3.77043247	9.77343544E-02	-1.00000004E+35
10.0150003	0.359268010	20.0000000	3	10.0179062	0.857758939	-1.00000004E+35
11.5850000	0.399805009	30.0000000	3	10.8140802	3.44856903E-02	-1.00000004E+35
9.51000023	0.345878005	40.0000000	3	9.75552940	3.39493975E-02	-1.00000004E+35
8.75500011	0.325500011	50.0000000	3	8.83133793	3.39493975E-02	-1.00000004E+35
8.72999954	0.324817002	60.0000000	3	8.02476788	3.39493975E-02	-1.00000004E+35
6.94999981	0.274751008	70.0000000	3	7.32085085	3.39493975E-02	-1.00000004E+35
6.65999985	0.266286999	80.0000000	3	6.70652199	3.39493975E-02	-1.00000004E+35
5.80999994	0.240889996	90.0000000	3	6.17037868	3.39493975E-02	-1.00000004E+35
5.61499977	0.234927997	100.000000	3	5.70247126	3.39494720E-02	-1.00000004E+35
5.23500013	0.223148003	110.000000	3	5.30579424	4.33445647E-02	-1.00000004E+35
5.56500006	0.233390003	120.000000	3	5.55321264	9.40763354E-02	-1.00000004E+35
5.28999996	0.224867001	130.000000	3	5.27678776	3.39687914E-02	-1.00000004E+35
4.94999981	0.214163005	140.000000	3	4.92262030	3.39493975E-02	-1.00000004E+35
4.32499981	0.193959996	150.000000	3	4.61351538	3.39493975E-02	-1.00000004E+35
4.47499990	0.198875993	160.000000	3	4.34375095	3.39493975E-02	-1.00000004E+35
4.17999983	0.189163998	170.000000	3	4.10831928	3.39493975E-02	-1.00000004E+35
4.26000023	0.191816002	180.000000	3	3.90285087	3.39493975E-02	-1.00000004E+35
3.65000010	0.171242997	190.000000	3	3.72353292	3.39493975E-02	-1.00000004E+35
3.70000005	0.172961995	200.000000	3	3.56703663	3.39493975E-02	-1.00000004E+35
3.30500007	0.159205005	210.000000	3	3.43045783	3.39493975E-02	-1.00000004E+35
2.85999990	0.143169001	220.000000	3	3.31126165	3.39493975E-02	-1.00000004E+35
3.71000004	0.173305005	230.000000	3	3.20760226	3.44375335E-02	-1.00000004E+35
5.22499990	0.222835004	240.000000	3	5.22153997	0.978916645	-1.00000004E+35
12.4899998	0.422502995	250.000000	3	12.5730047	0.126155481	-1.00000004E+35
10.8500004	0.381022990	260.000000	3	11.3880997	3.39498520E-02	-1.00000004E+35
9.81000042	0.353855014	270.000000	3	10.2561293	3.39493975E-02	-1.00000004E+35
9.47500038	0.344942987	280.000000	3	9.26822567	3.39493975E-02	-1.00000004E+35
9.27999973	0.339717001	290.000000	3	8.40605259	3.39493975E-02	-1.00000004E+35
8.34000015	0.314099997	300.000000	3	7.65360975	3.39493975E-02	-1.00000004E+35
6.55000019	0.263051003	310.000000	3	6.99693012	3.39493975E-02	-1.00000004E+35
5.96999979	0.245741993	320.000000	3	6.42382669	3.39493975E-02	-1.00000004E+35
6.25000000	0.254152000	330.000000	3	5.92366266	3.39493975E-02	-1.00000004E+35
5.59499979	0.234312996	340.000000	3	5.48715448	3.39493975E-02	-1.00000004E+35
5.19999981	0.222051993	350.000000	3	5.10620117	3.39493975E-02	-1.00000004E+35
4.92500019	0.213368997	360.000000	3	4.77373171	3.39493975E-02	-1.00000004E+35
4.25000000	0.191485003	370.000000	3	4.48357630	3.39493975E-02	-1.00000004E+35
4.27500010	0.192311004	380.000000	3	4.23034906	3.39493975E-02	-1.00000004E+35
4.16499996	0.188666001	390.000000	3	4.00934982	3.39493975E-02	-1.00000004E+35
