;!FILENAME = F:\pulse_xp\data\figure1.fix
!HANDLE = figure1.fix
!DSType = 1
!CROP_Start = 10.000
!CROP_End = 1440.0
!FILETYPE = HORMONE CONCENTRATION
!NX=1
!NY=1
!INTEGER( 1) = 0
!INTEGER( 2) = 4
!INTEGER( 3) = 0
!INTEGER( 4) = 5
!STRING(  1) = @$ Simulated data LH, mid-L phase
!header_x( 1)=TIME
!header_y( 1)=CONC
!header_dy( 1)=SEM
!header_reps( 1)=REPS
11.8149996	0.404110014	10.0000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
11.2609997	0.379559994	20.0000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
9.94760036	0.348879993	30.0000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
9.03429985	0.321920007	40.0000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
8.03829956	0.298260003	50.0000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
8.07390022	0.288980007	60.0000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
10.2530003	0.371919990	70.0000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
10.2159996	0.372900009	80.0000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
9.49269962	0.343190014	90.0000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
8.02089977	0.316920012	100.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
7.73029995	0.293859988	110.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
7.78130007	0.273620009	120.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.49560022	0.255860001	130.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.32189989	0.240370005	140.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.61980009	0.235280007	150.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.26669979	0.241830006	160.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.34310007	0.229470000	170.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.93879986	0.217160001	180.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
4.90679979	0.206379995	190.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
4.98229980	0.196930006	200.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.04440022	0.188659996	210.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
4.90719986	0.181419998	220.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
4.59380007	0.175080001	230.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
4.69320011	0.169919997	240.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.61999989	0.210079998	250.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
9.36159992	0.316610008	260.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
8.24790001	0.302309990	270.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
7.50430012	0.281040013	280.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.95209980	0.262369990	290.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
7.08419991	0.246000007	300.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.29320002	0.231649995	310.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.02460003	0.219070002	320.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.50540018	0.208049998	330.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.44409990	0.198400006	340.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.15360022	0.193159997	350.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.83820009	0.262959987	360.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
7.86609983	0.296550006	370.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
7.80350018	0.276829988	380.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
7.42780018	0.258679986	390.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.42990017	0.242760003	400.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
6.53730011	0.228809997	410.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.85120010	0.216580003	420.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.48140001	0.205870003	430.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.08349991	0.196490005	440.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.02939987	0.188270003	450.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
4.45569992	0.181309998	460.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.08179998	0.188240007	470.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
5.03980017	0.200430006	480.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
4.94099998	0.192609996	490.000000	2	-1.00000004E+35	-1.00000004E+35	-1.00000004E+35
